Industry,State,Year,Measure
Warehouses (excl. manufacturer owned),Hawaii,2023,31256
Warehouses (excl. manufacturer owned),Hawaii,2022,23161
Warehouses (excl. manufacturer owned),Hawaii,2021,6772
Warehouses (excl. manufacturer owned),Hawaii,2020,37973
Warehouses (excl. manufacturer owned),Hawaii,2019,21804
Warehouses (excl. manufacturer owned),Hawaii,2018,23355
Warehouses (excl. manufacturer owned),Hawaii,2017,45583
Warehouses (excl. manufacturer owned),Hawaii,2016,19529
Warehouses (excl. manufacturer owned),Hawaii,2015,12100
Warehouses (excl. manufacturer owned),Idaho,2024,88128
Warehouses (excl. manufacturer owned),Idaho,2023,280547
Warehouses (excl. manufacturer owned),Idaho,2022,536848
Warehouses (excl. manufacturer owned),Idaho,2021,349618
Warehouses (excl. manufacturer owned),Idaho,2020,74689
Warehouses (excl. manufacturer owned),Idaho,2019,66152
Warehouses (excl. manufacturer owned),Idaho,2018,262307
Warehouses (excl. manufacturer owned),Idaho,2017,48809
Warehouses (excl. manufacturer owned),Idaho,2016,22497
Warehouses (excl. manufacturer owned),Idaho,2015,47400
Warehouses (excl. manufacturer owned),Illinois,2024,298532
Warehouses (excl. manufacturer owned),Illinois,2023,1471318
Warehouses (excl. manufacturer owned),Illinois,2022,1897892
Warehouses (excl. manufacturer owned),Illinois,2021,1246247
Warehouses (excl. manufacturer owned),Illinois,2020,1831400
Warehouses (excl. manufacturer owned),Illinois,2019,1028997
Warehouses (excl. manufacturer owned),Illinois,2018,1013906
Warehouses (excl. manufacturer owned),Illinois,2017,885249
Warehouses (excl. manufacturer owned),Illinois,2016,1236538
Warehouses (excl. manufacturer owned),Illinois,2015,860788
Warehouses (excl. manufacturer owned),Indiana,2024,160971
Warehouses (excl. manufacturer owned),Indiana,2023,906315
Warehouses (excl. manufacturer owned),Indiana,2022,1281003
Warehouses (excl. manufacturer owned),Indiana,2021,1673019
Warehouses (excl. manufacturer owned),Indiana,2020,1052259
Warehouses (excl. manufacturer owned),Indiana,2019,843271
Warehouses (excl. manufacturer owned),Indiana,2018,395392
Warehouses (excl. manufacturer owned),Indiana,2017,324831
Warehouses (excl. manufacturer owned),Indiana,2016,542171
Warehouses (excl. manufacturer owned),Indiana,2015,325751
Warehouses (excl. manufacturer owned),Iowa,2024,61337
Warehouses (excl. manufacturer owned),Iowa,2023,318112
Warehouses (excl. manufacturer owned),Iowa,2022,648020
Warehouses (excl. manufacturer owned),Iowa,2021,703057
Warehouses (excl. manufacturer owned),Iowa,2020,407085
Warehouses (excl. manufacturer owned),Iowa,2019,338478
Warehouses (excl. manufacturer owned),Iowa,2018,182788
Warehouses (excl. manufacturer owned),Iowa,2017,228088
Warehouses (excl. manufacturer owned),Iowa,2016,156034
Warehouses (excl. manufacturer owned),Iowa,2015,195452
Warehouses (excl. manufacturer owned),Kansas,2024,154444
Warehouses (excl. manufacturer owned),Kansas,2023,625747
Warehouses (excl. manufacturer owned),Kansas,2022,839628
Warehouses (excl. manufacturer owned),Kansas,2021,447098
Warehouses (excl. manufacturer owned),Kansas,2020,959954
Warehouses (excl. manufacturer owned),Kansas,2019,239786
Warehouses (excl. manufacturer owned),Kansas,2018,430587
Warehouses (excl. manufacturer owned),Kansas,2017,431064
Warehouses (excl. manufacturer owned),Kansas,2016,583306
Warehouses (excl. manufacturer owned),Kansas,2015,263332
Warehouses (excl. manufacturer owned),Kentucky,2024,44582
Warehouses (excl. manufacturer owned),Kentucky,2023,657732
Warehouses (excl. manufacturer owned),Kentucky,2022,699930
Warehouses (excl. manufacturer owned),Kentucky,2021,499932
Warehouses (excl. manufacturer owned),Kentucky,2020,417664
Warehouses (excl. manufacturer owned),Kentucky,2019,1282690
Warehouses (excl. manufacturer owned),Kentucky,2018,336005
Warehouses (excl. manufacturer owned),Kentucky,2017,492043
Warehouses (excl. manufacturer owned),Kentucky,2016,489552
Warehouses (excl. manufacturer owned),Kentucky,2015,330372
Warehouses (excl. manufacturer owned),Louisiana,2024,114829
Warehouses (excl. manufacturer owned),Louisiana,2023,395465
Warehouses (excl. manufacturer owned),Louisiana,2022,169610
Warehouses (excl. manufacturer owned),Louisiana,2021,813516
Warehouses (excl. manufacturer owned),Louisiana,2020,114534
Warehouses (excl. manufacturer owned),Louisiana,2019,132710
Warehouses (excl. manufacturer owned),Louisiana,2018,99365
Warehouses (excl. manufacturer owned),Louisiana,2017,94055
Warehouses (excl. manufacturer owned),Louisiana,2016,146413
Warehouses (excl. manufacturer owned),Louisiana,2015,64103
Warehouses (excl. manufacturer owned),Maine,2024,8391
Warehouses (excl. manufacturer owned),Maine,2023,45093
Warehouses (excl. manufacturer owned),Maine,2022,69749
Warehouses (excl. manufacturer owned),Maine,2021,80139
Warehouses (excl. manufacturer owned),Maine,2020,6224
Warehouses (excl. manufacturer owned),Maine,2019,30079
Warehouses (excl. manufacturer owned),Maine,2018,18338
Warehouses (excl. manufacturer owned),Maine,2017,9655
Warehouses (excl. manufacturer owned),Maine,2016,23477
Warehouses (excl. manufacturer owned),Maine,2015,3675
Warehouses (excl. manufacturer owned),Maryland,2024,58699
Warehouses (excl. manufacturer owned),Maryland,2023,789670
Warehouses (excl. manufacturer owned),Maryland,2022,1228835
Warehouses (excl. manufacturer owned),Maryland,2021,776873
Warehouses (excl. manufacturer owned),Maryland,2020,673622
Warehouses (excl. manufacturer owned),Maryland,2019,679240
Warehouses (excl. manufacturer owned),Maryland,2018,129551
Warehouses (excl. manufacturer owned),Maryland,2017,635542
Warehouses (excl. manufacturer owned),Maryland,2016,303292
Warehouses (excl. manufacturer owned),Maryland,2015,228101
Warehouses (excl. manufacturer owned),Massachusetts,2024,293770
Warehouses (excl. manufacturer owned),Massachusetts,2023,511769
Warehouses (excl. manufacturer owned),Massachusetts,2022,888186
Warehouses (excl. manufacturer owned),Massachusetts,2021,1056524
Warehouses (excl. manufacturer owned),Massachusetts,2020,327464
Warehouses (excl. manufacturer owned),Massachusetts,2019,403003
Warehouses (excl. manufacturer owned),Massachusetts,2018,215299
Warehouses (excl. manufacturer owned),Massachusetts,2017,313757
Warehouses (excl. manufacturer owned),Massachusetts,2016,101766
Warehouses (excl. manufacturer owned),Massachusetts,2015,216696
Warehouses (excl. manufacturer owned),Michigan,2024,57567
Warehouses (excl. manufacturer owned),Michigan,2023,406547
Warehouses (excl. manufacturer owned),Michigan,2022,639265
Warehouses (excl. manufacturer owned),Michigan,2021,589736
Warehouses (excl. manufacturer owned),Michigan,2020,1133522
Warehouses (excl. manufacturer owned),Michigan,2019,181631
Warehouses (excl. manufacturer owned),Michigan,2018,385078
Warehouses (excl. manufacturer owned),Michigan,2017,596726
Warehouses (excl. manufacturer owned),Michigan,2016,340860
Warehouses (excl. manufacturer owned),Michigan,2015,204798
Warehouses (excl. manufacturer owned),Minnesota,2024,56317
Warehouses (excl. manufacturer owned),Minnesota,2023,695152
Warehouses (excl. manufacturer owned),Minnesota,2022,1021586
Warehouses (excl. manufacturer owned),Minnesota,2021,639702
Warehouses (excl. manufacturer owned),Minnesota,2020,269286
Warehouses (excl. manufacturer owned),Minnesota,2019,512070
Warehouses (excl. manufacturer owned),Minnesota,2018,542343
Warehouses (excl. manufacturer owned),Minnesota,2017,224892
Warehouses (excl. manufacturer owned),Minnesota,2016,207335
Warehouses (excl. manufacturer owned),Minnesota,2015,169146
Warehouses (excl. manufacturer owned),Mississippi,2024,9321
Warehouses (excl. manufacturer owned),Mississippi,2023,210646
Warehouses (excl. manufacturer owned),Mississippi,2022,137707
Warehouses (excl. manufacturer owned),Mississippi,2021,302009
Warehouses (excl. manufacturer owned),Mississippi,2020,269884
Warehouses (excl. manufacturer owned),Mississippi,2019,193303
Warehouses (excl. manufacturer owned),Mississippi,2018,103767
Warehouses (excl. manufacturer owned),Mississippi,2017,156650
Warehouses (excl. manufacturer owned),Mississippi,2016,13135
Warehouses (excl. manufacturer owned),Mississippi,2015,40674
Warehouses (excl. manufacturer owned),Missouri,2024,292966
Warehouses (excl. manufacturer owned),Missouri,2023,686272
Warehouses (excl. manufacturer owned),Missouri,2022,903128
Warehouses (excl. manufacturer owned),Missouri,2021,1341742
Warehouses (excl. manufacturer owned),Missouri,2020,950269
Warehouses (excl. manufacturer owned),Missouri,2019,364409
Warehouses (excl. manufacturer owned),Missouri,2018,421183
Warehouses (excl. manufacturer owned),Missouri,2017,820663
Warehouses (excl. manufacturer owned),Missouri,2016,509292
Warehouses (excl. manufacturer owned),Missouri,2015,309888
Warehouses (excl. manufacturer owned),Montana,2024,17707
Warehouses (excl. manufacturer owned),Montana,2023,29277
Warehouses (excl. manufacturer owned),Montana,2022,57643
Warehouses (excl. manufacturer owned),Montana,2021,61797
Warehouses (excl. manufacturer owned),Montana,2020,14557
Warehouses (excl. manufacturer owned),Montana,2019,42491
Warehouses (excl. manufacturer owned),Montana,2018,2505
Warehouses (excl. manufacturer owned),Montana,2017,4658
Warehouses (excl. manufacturer owned),Montana,2016,3974
Warehouses (excl. manufacturer owned),Montana,2015,7995
Warehouses (excl. manufacturer owned),Nebraska,2024,13237
Warehouses (excl. manufacturer owned),Nebraska,2023,207542
Warehouses (excl. manufacturer owned),Nebraska,2022,210480
Warehouses (excl. manufacturer owned),Nebraska,2021,432003
Warehouses (excl. manufacturer owned),Nebraska,2020,79967
Warehouses (excl. manufacturer owned),Nebraska,2019,50274
Warehouses (excl. manufacturer owned),Nebraska,2018,33564
Warehouses (excl. manufacturer owned),Nebraska,2017,92572
Warehouses (excl. manufacturer owned),Nebraska,2016,85806
Warehouses (excl. manufacturer owned),Nebraska,2015,61879
Warehouses (excl. manufacturer owned),Nevada,2024,185958
Warehouses (excl. manufacturer owned),Nevada,2023,976463
Warehouses (excl. manufacturer owned),Nevada,2022,880737
Warehouses (excl. manufacturer owned),Nevada,2021,589727
Warehouses (excl. manufacturer owned),Nevada,2020,288673
Warehouses (excl. manufacturer owned),Nevada,2019,448755
Warehouses (excl. manufacturer owned),Nevada,2018,366398
Warehouses (excl. manufacturer owned),Nevada,2017,269952
Warehouses (excl. manufacturer owned),Nevada,2016,403746
Warehouses (excl. manufacturer owned),Nevada,2015,343487
Warehouses (excl. manufacturer owned),New Hampshire,2024,12536
Warehouses (excl. manufacturer owned),New Hampshire,2023,114838
Warehouses (excl. manufacturer owned),New Hampshire,2022,81197
Warehouses (excl. manufacturer owned),New Hampshire,2021,76733
Warehouses (excl. manufacturer owned),New Hampshire,2020,48946
Warehouses (excl. manufacturer owned),New Hampshire,2019,14129
Warehouses (excl. manufacturer owned),New Hampshire,2018,40311
Warehouses (excl. manufacturer owned),New Hampshire,2017,81708
Warehouses (excl. manufacturer owned),New Hampshire,2016,12392
Warehouses (excl. manufacturer owned),New Hampshire,2015,28175
Warehouses (excl. manufacturer owned),New Jersey,2024,616876
Warehouses (excl. manufacturer owned),New Jersey,2023,1706805
Warehouses (excl. manufacturer owned),New Jersey,2022,2751382
Warehouses (excl. manufacturer owned),New Jersey,2021,2826170
Warehouses (excl. manufacturer owned),New Jersey,2020,1884882
Warehouses (excl. manufacturer owned),New Jersey,2019,1684333
Warehouses (excl. manufacturer owned),New Jersey,2018,1492141
Warehouses (excl. manufacturer owned),New Jersey,2017,1326225
Warehouses (excl. manufacturer owned),New Jersey,2016,1317971
Warehouses (excl. manufacturer owned),New Jersey,2015,723531
Warehouses (excl. manufacturer owned),New Mexico,2024,13039
Warehouses (excl. manufacturer owned),New Mexico,2023,145393
Warehouses (excl. manufacturer owned),New Mexico,2022,204569
Warehouses (excl. manufacturer owned),New Mexico,2021,226685
Warehouses (excl. manufacturer owned),New Mexico,2020,42174
Warehouses (excl. manufacturer owned),New Mexico,2019,114193
Warehouses (excl. manufacturer owned),New Mexico,2018,26274
Warehouses (excl. manufacturer owned),New Mexico,2017,10935
Warehouses (excl. manufacturer owned),New Mexico,2016,22243
Warehouses (excl. manufacturer owned),New Mexico,2015,6003
Warehouses (excl. manufacturer owned),New York,2024,189113
Warehouses (excl. manufacturer owned),New York,2023,1396040
Warehouses (excl. manufacturer owned),New York,2022,1764745
Warehouses (excl. manufacturer owned),New York,2021,2291390
Warehouses (excl. manufacturer owned),New York,2020,1739375
Warehouses (excl. manufacturer owned),New York,2019,1670519
Warehouses (excl. manufacturer owned),New York,2018,815140
Warehouses (excl. manufacturer owned),New York,2017,1199531
Warehouses (excl. manufacturer owned),New York,2016,1119041
Warehouses (excl. manufacturer owned),New York,2015,642524
Warehouses (excl. manufacturer owned),North Carolina,2024,272135
Warehouses (excl. manufacturer owned),North Carolina,2023,1657247
Warehouses (excl. manufacturer owned),North Carolina,2022,2687321
Warehouses (excl. manufacturer owned),North Carolina,2021,851686
Warehouses (excl. manufacturer owned),North Carolina,2020,858048
Warehouses (excl. manufacturer owned),North Carolina,2019,664953
Warehouses (excl. manufacturer owned),North Carolina,2018,1004212
Warehouses (excl. manufacturer owned),North Carolina,2017,413472
Warehouses (excl. manufacturer owned),North Carolina,2016,430726
Warehouses (excl. manufacturer owned),North Carolina,2015,487833
Warehouses (excl. manufacturer owned),North Dakota,2024,2790
Warehouses (excl. manufacturer owned),North Dakota,2023,34428
Warehouses (excl. manufacturer owned),North Dakota,2022,80010
Warehouses (excl. manufacturer owned),North Dakota,2021,51938
Warehouses (excl. manufacturer owned),North Dakota,2020,58143
Warehouses (excl. manufacturer owned),North Dakota,2019,83162
Warehouses (excl. manufacturer owned),North Dakota,2018,12176
Warehouses (excl. manufacturer owned),North Dakota,2017,17517
Warehouses (excl. manufacturer owned),North Dakota,2016,43969
Warehouses (excl. manufacturer owned),North Dakota,2015,55279
Warehouses (excl. manufacturer owned),Ohio,2024,84304
Warehouses (excl. manufacturer owned),Ohio,2023,1464877
Warehouses (excl. manufacturer owned),Ohio,2022,1696428
Warehouses (excl. manufacturer owned),Ohio,2021,1293639
Warehouses (excl. manufacturer owned),Ohio,2020,788155
Warehouses (excl. manufacturer owned),Ohio,2019,1361533
Warehouses (excl. manufacturer owned),Ohio,2018,810933
Warehouses (excl. manufacturer owned),Ohio,2017,608833
Warehouses (excl. manufacturer owned),Ohio,2016,349391
Warehouses (excl. manufacturer owned),Ohio,2015,608640
Warehouses (excl. manufacturer owned),Oklahoma,2024,27621
Warehouses (excl. manufacturer owned),Oklahoma,2023,336728
Warehouses (excl. manufacturer owned),Oklahoma,2022,176371
Warehouses (excl. manufacturer owned),Oklahoma,2021,275085
Warehouses (excl. manufacturer owned),Oklahoma,2020,137197
Warehouses (excl. manufacturer owned),Oklahoma,2019,96775
Warehouses (excl. manufacturer owned),Oklahoma,2018,378808
